starting_word,file,solutions_found,minimum_guesses,maximum_guesses,expected_guesses,total_guesses,first_guess_solves,solved_in_1,solved_in_2,solved_in_3,solved_in_4,solved_in_5,solved_in_6,solved_in_7_plus
aided,aided.txt,2309,2,6,3.671286,8477,0,0,51,846,1230,175,7,0
apgar,apgar.txt,2309,2,6,3.671286,8477,0,0,54,820,1270,161,4,0
axons,axons.txt,2309,2,6,3.671286,8477,0,0,45,851,1239,166,8,0
azons,azons.txt,2309,2,6,3.671286,8477,0,0,36,871,1225,170,7,0
bantz,bantz.txt,2309,2,6,3.671286,8477,0,0,39,831,1292,144,3,0
bigha,bigha.txt,2309,2,6,3.671286,8477,0,0,46,853,1228,178,4,0
cauda,cauda.txt,2309,2,6,3.671286,8477,0,0,42,846,1254,163,4,0
cooms,cooms.txt,2309,2,6,3.671286,8477,0,0,51,841,1236,178,3,0
damme,damme.txt,2309,2,6,3.671286,8477,0,0,44,853,1237,168,7,0
dumpy,dumpy.txt,2309,1,6,3.671286,8477,1,1,51,835,1248,167,7,0
eyrir,eyrir.txt,2309,2,6,3.671286,8477,0,0,41,857,1234,174,3,0
honky,honky.txt,2309,2,6,3.671286,8477,0,0,52,834,1255,157,11,0
melam,melam.txt,2309,2,6,3.671286,8477,0,0,50,841,1239,176,3,0
padas,padas.txt,2309,2,6,3.671286,8477,0,0,48,837,1259,156,9,0
skirr,skirr.txt,2309,2,6,3.671286,8477,0,0,33,866,1239,169,2,0
tossy,tossy.txt,2309,2,6,3.671286,8477,0,0,46,843,1249,166,5,0
twite,twite.txt,2309,2,6,3.671286,8477,0,0,59,830,1235,181,4,0
vigas,vigas.txt,2309,2,6,3.671286,8477,0,0,54,829,1257,160,9,0
vinew,vinew.txt,2309,2,6,3.671286,8477,0,0,55,834,1242,171,7,0
yacks,yacks.txt,2309,2,6,3.671286,8477,0,0,36,843,1280,144,6,0
achar,achar.txt,2309,2,6,3.671719,8478,0,0,39,860,1234,172,4,0
ahead,ahead.txt,2309,1,6,3.671719,8478,1,1,48,843,1241,168,8,0
aioli,aioli.txt,2309,2,6,3.671719,8478,0,0,39,882,1194,186,8,0
blitz,blitz.txt,2309,1,6,3.671719,8478,1,1,39,834,1280,153,2,0
cheeb,cheeb.txt,2309,2,6,3.671719,8478,0,0,43,841,1258,165,2,0
cogon,cogon.txt,2309,2,6,3.671719,8478,0,0,55,821,1264,165,4,0
deave,deave.txt,2309,2,6,3.671719,8478,0,0,49,853,1219,183,5,0
dilly,dilly.txt,2309,1,6,3.671719,8478,1,1,53,817,1273,162,3,0
farro,farro.txt,2309,2,6,3.671719,8478,0,0,59,820,1254,172,4,0
foots,foots.txt,2309,2,6,3.671719,8478,0,0,57,810,1280,158,4,0
gotta,gotta.txt,2309,2,6,3.671719,8478,0,0,48,850,1227,180,4,0
gushy,gushy.txt,2309,2,6,3.671719,8478,0,0,51,842,1238,170,8,0
hedge,hedge.txt,2309,1,6,3.671719,8478,1,1,43,845,1248,168,4,0
hewer,hewer.txt,2309,2,6,3.671719,8478,0,0,45,869,1201,187,7,0
kyang,kyang.txt,2309,2,6,3.671719,8478,0,0,40,837,1279,147,6,0
loyal,loyal.txt,2309,1,6,3.671719,8478,1,1,49,854,1214,185,6,0
nasis,nasis.txt,2309,2,6,3.671719,8478,0,0,44,858,1227,172,8,0
ortho,ortho.txt,2309,2,6,3.671719,8478,0,0,45,851,1234,175,4,0
pipal,pipal.txt,2309,2,6,3.671719,8478,0,0,55,835,1242,167,10,0
pocky,pocky.txt,2309,2,6,3.671719,8478,0,0,48,823,1282,151,5,0
poufy,poufy.txt,2309,2,6,3.671719,8478,0,0,39,860,1236,168,6,0
props,props.txt,2309,2,6,3.671719,8478,0,0,49,841,1244,169,6,0
sweep,sweep.txt,2309,1,6,3.671719,8478,1,1,54,843,1220,186,5,0
umbos,umbos.txt,2309,2,6,3.671719,8478,0,0,46,836,1262,160,5,0
adage,adage.txt,2309,1,6,3.672152,8479,1,1,47,841,1245,169,6,0
araks,araks.txt,2309,2,6,3.672152,8479,0,0,46,838,1259,159,7,0
begum,begum.txt,2309,2,6,3.672152,8479,0,0,58,822,1253,171,5,0
falls,falls.txt,2309,2,6,3.672152,8479,0,0,45,836,1268,151,9,0
glitz,glitz.txt,2309,2,6,3.672152,8479,0,0,36,842,1278,149,4,0
knees,knees.txt,2309,2,6,3.672152,8479,0,0,42,850,1244,169,4,0
meech,meech.txt,2309,2,6,3.672152,8479,0,0,42,875,1195,192,5,0
miraa,miraa.txt,2309,2,6,3.672152,8479,0,0,55,841,1226,180,7,0
mises,mises.txt,2309,2,6,3.672152,8479,0,0,50,838,1246,169,6,0
namad,namad.txt,2309,2,6,3.672152,8479,0,0,52,832,1255,161,9,0
nanti,nanti.txt,2309,2,6,3.672152,8479,0,0,44,854,1233,171,7,0
nyala,nyala.txt,2309,2,6,3.672152,8479,0,0,41,847,1253,164,4,0
ofays,ofays.txt,2309,2,6,3.672152,8479,0,0,35,835,1295,140,4,0
pinon,pinon.txt,2309,2,6,3.672152,8479,0,0,48,852,1226,175,8,0
ryper,ryper.txt,2309,2,6,3.672152,8479,0,0,46,838,1258,161,6,0
smits,smits.txt,2309,2,6,3.672152,8479,0,0,49,827,1270,158,5,0
solus,solus.txt,2309,2,6,3.672152,8479,0,0,41,858,1234,169,7,0
yawps,yawps.txt,2309,2,6,3.672152,8479,0,0,36,845,1271,154,3,0
atmas,atmas.txt,2309,2,6,3.672586,8480,0,0,49,833,1257,165,5,0
conic,conic.txt,2309,1,6,3.672586,8480,1,1,45,844,1247,163,9,0
fauve,fauve.txt,2309,2,6,3.672586,8480,0,0,56,810,1281,158,4,0
fritz,fritz.txt,2309,1,6,3.672586,8480,1,1,49,827,1266,160,6,0
geeps,geeps.txt,2309,2,6,3.672586,8480,0,0,47,838,1253,166,5,0
lilty,lilty.txt,2309,2,6,3.672586,8480,0,0,46,833,1265,161,4,0
pacai,pacai.txt,2309,2,6,3.672586,8480,0,0,50,843,1236,173,7,0
skill,skill.txt,2309,1,6,3.672586,8480,1,1,42,856,1228,177,5,0
spics,spics.txt,2309,2,6,3.672586,8480,0,0,41,855,1235,175,3,0
vogue,vogue.txt,2309,1,6,3.672586,8480,1,1,58,849,1195,200,6,0
whaup,whaup.txt,2309,2,6,3.672586,8480,0,0,43,854,1235,170,7,0
woful,woful.txt,2309,2,6,3.672586,8480,0,0,42,848,1249,164,6,0
xeric,xeric.txt,2309,2,6,3.672586,8480,0,0,40,857,1238,167,7,0
aahed,aahed.txt,2309,2,6,3.673019,8481,0,0,38,852,1251,163,5,0
ahull,ahull.txt,2309,2,6,3.673019,8481,0,0,41,880,1191,187,10,0
capiz,capiz.txt,2309,2,6,3.673019,8481,0,0,40,852,1246,165,6,0
dinna,dinna.txt,2309,2,6,3.673019,8481,0,0,48,861,1207,184,9,0
doppe,doppe.txt,2309,2,6,3.673019,8481,0,0,48,813,1297,148,3,0
emend,emend.txt,2309,2,6,3.673019,8481,0,0,43,860,1221,179,6,0
fishy,fishy.txt,2309,1,6,3.673019,8481,1,1,44,850,1234,174,6,0
fyrds,fyrds.txt,2309,2,6,3.673019,8481,0,0,37,836,1288,141,7,0
garam,garam.txt,2309,2,6,3.673019,8481,0,0,62,829,1228,182,8,0
gouks,gouks.txt,2309,2,6,3.673019,8481,0,0,29,880,1223,171,6,0
greek,greek.txt,2309,2,6,3.673019,8481,0,0,42,859,1227,174,7,0
luxer,luxer.txt,2309,2,6,3.673019,8481,0,0,45,842,1252,163,7,0
major,major.txt,2309,1,6,3.673019,8481,1,1,54,823,1257,169,5,0
merry,merry.txt,2309,1,6,3.673019,8481,1,1,52,834,1242,174,6,0
mooli,mooli.txt,2309,2,6,3.673019,8481,0,0,48,836,1252,169,4,0
niess,niess.txt,2309,2,6,3.673019,8481,0,0,41,869,1210,182,7,0
sodas,sodas.txt,2309,2,6,3.673019,8481,0,0,41,860,1227,175,6,0
sucky,sucky.txt,2309,2,6,3.673019,8481,0,0,45,846,1241,173,4,0
topoi,topoi.txt,2309,2,6,3.673019,8481,0,0,45,850,1234,175,5,0
whilk,whilk.txt,2309,2,6,3.673019,8481,0,0,52,832,1252,165,8,0
banda,banda.txt,2309,2,6,3.673452,8482,0,0,44,841,1253,167,4,0
berry,berry.txt,2309,1,6,3.673452,8482,1,1,55,808,1281,161,3,0
bushy,bushy.txt,2309,1,6,3.673452,8482,1,1,49,835,1249,168,7,0
cooty,cooty.txt,2309,2,6,3.673452,8482,0,0,38,872,1213,178,8,0
dowfs,dowfs.txt,2309,2,6,3.673452,8482,0,0,44,808,1318,136,3,0
gally,gally.txt,2309,2,6,3.673452,8482,0,0,56,827,1246,175,5,0
ivory,ivory.txt,2309,1,6,3.673452,8482,1,1,44,852,1226,183,3,0
kumis,kumis.txt,2309,2,6,3.673452,8482,0,0,40,855,1242,163,9,0
mosts,mosts.txt,2309,2,6,3.673452,8482,0,0,51,827,1260,167,4,0
obeys,obeys.txt,2309,2,6,3.673452,8482,0,0,40,817,1314,133,5,0
poxes,poxes.txt,2309,2,6,3.673452,8482,0,0,42,835,1269,161,2,0
situs,situs.txt,2309,2,6,3.673452,8482,0,0,38,856,1243,166,6,0
unbag,unbag.txt,2309,2,6,3.673452,8482,0,0,45,849,1235,175,5,0
washy,washy.txt,2309,2,6,3.673452,8482,0,0,49,832,1257,166,5,0
beech,beech.txt,2309,1,6,3.673885,8483,1,1,41,864,1212,186,5,0
ducks,ducks.txt,2309,2,6,3.673885,8483,0,0,42,837,1266,160,4,0
edify,edify.txt,2309,1,6,3.673885,8483,1,1,45,826,1279,150,8,0
izard,izard.txt,2309,2,6,3.673885,8483,0,0,43,851,1240,166,9,0
jarps,jarps.txt,2309,2,6,3.673885,8483,0,0,41,825,1290,152,1,0
kagus,kagus.txt,2309,2,6,3.673885,8483,0,0,35,849,1264,156,5,0
kemps,kemps.txt,2309,2,6,3.673885,8483,0,0,38,844,1267,153,7,0
lossy,lossy.txt,2309,2,6,3.673885,8483,0,0,41,856,1231,177,4,0
nagas,nagas.txt,2309,2,6,3.673885,8483,0,0,51,845,1225,182,6,0
ninta,ninta.txt,2309,2,6,3.673885,8483,0,0,48,839,1248,166,8,0
nonas,nonas.txt,2309,2,6,3.673885,8483,0,0,40,859,1231,172,7,0
picky,picky.txt,2309,1,6,3.673885,8483,1,1,45,829,1269,161,4,0
pixes,pixes.txt,2309,2,6,3.673885,8483,0,0,38,851,1253,160,7,0
rower,rower.txt,2309,1,6,3.673885,8483,1,1,43,845,1243,173,4,0
schav,schav.txt,2309,2,6,3.673885,8483,0,0,33,860,1249,161,6,0
scoop,scoop.txt,2309,1,6,3.673885,8483,1,1,44,843,1246,169,6,0
sully,sully.txt,2309,1,6,3.673885,8483,1,1,47,849,1224,183,5,0
tweep,tweep.txt,2309,2,6,3.673885,8483,0,0,53,841,1227,182,6,0
veles,veles.txt,2309,2,6,3.673885,8483,0,0,56,835,1228,186,4,0
vibey,vibey.txt,2309,2,6,3.673885,8483,0,0,47,815,1294,150,3,0
wekas,wekas.txt,2309,2,6,3.673885,8483,0,0,44,836,1262,163,4,0
whigs,whigs.txt,2309,2,6,3.673885,8483,0,0,53,833,1243,174,6,0
alfas,alfas.txt,2309,2,6,3.674318,8484,0,0,49,828,1268,154,10,0
alpha,alpha.txt,2309,1,6,3.674318,8484,1,1,42,846,1246,167,7,0
attic,attic.txt,2309,1,6,3.674318,8484,1,1,49,849,1222,178,10,0
blonx,blonx.txt,2309,2,6,3.674318,8484,0,0,39,851,1248,165,6,0
logos,logos.txt,2309,2,6,3.674318,8484,0,0,50,842,1237,170,10,0
nisei,nisei.txt,2309,2,6,3.674318,8484,0,0,43,848,1241,172,5,0
sunis,sunis.txt,2309,2,6,3.674318,8484,0,0,48,854,1217,182,8,0
vouch,vouch.txt,2309,1,6,3.674318,8484,1,1,45,871,1190,192,10,0
yedes,yedes.txt,2309,2,6,3.674318,8484,0,0,37,842,1271,154,5,0
choky,choky.txt,2309,2,6,3.674751,8485,0,0,39,876,1195,195,4,0
dicky,dicky.txt,2309,2,6,3.674751,8485,0,0,44,823,1284,156,2,0
hillo,hillo.txt,2309,2,6,3.674751,8485,0,0,51,843,1230,176,9,0
meake,meake.txt,2309,2,6,3.674751,8485,0,0,41,863,1215,186,4,0
nixed,nixed.txt,2309,2,6,3.674751,8485,0,0,48,829,1264,162,6,0
pizes,pizes.txt,2309,2,6,3.674751,8485,0,0,37,849,1256,162,5,0
pucka,pucka.txt,2309,2,6,3.674751,8485,0,0,53,844,1218,189,5,0
punky,punky.txt,2309,2,6,3.674751,8485,0,0,50,827,1258,172,2,0
quiet,quiet.txt,2309,1,6,3.674751,8485,1,1,49,852,1213,186,8,0
shins,shins.txt,2309,2,6,3.674751,8485,0,0,41,861,1222,178,7,0
stops,stops.txt,2309,2,6,3.674751,8485,0,0,44,830,1271,161,3,0
tenny,tenny.txt,2309,2,6,3.674751,8485,0,0,47,846,1232,179,5,0
toyos,toyos.txt,2309,2,6,3.674751,8485,0,0,44,836,1261,163,5,0
wifey,wifey.txt,2309,2,6,3.674751,8485,0,0,49,812,1294,149,5,0
womyn,womyn.txt,2309,2,6,3.674751,8485,0,0,45,836,1260,161,7,0
yapok,yapok.txt,2309,2,6,3.674751,8485,0,0,42,840,1262,157,8,0
adnex,adnex.txt,2309,2,6,3.675184,8486,0,0,47,822,1277,160,3,0
amaut,amaut.txt,2309,2,6,3.675184,8486,0,0,51,844,1228,176,10,0
buiks,buiks.txt,2309,2,6,3.675184,8486,0,0,46,852,1225,178,8,0
bumps,bumps.txt,2309,2,6,3.675184,8486,0,0,47,827,1266,167,2,0
cacti,cacti.txt,2309,1,6,3.675184,8486,1,1,36,856,1240,171,5,0
coach,coach.txt,2309,1,6,3.675184,8486,1,1,46,866,1194,193,9,0
dobro,dobro.txt,2309,2,6,3.675184,8486,0,0,57,828,1238,180,6,0
donna,donna.txt,2309,2,6,3.675184,8486,0,0,47,868,1189,198,7,0
embog,embog.txt,2309,2,6,3.675184,8486,0,0,45,831,1268,159,6,0
ensky,ensky.txt,2309,2,6,3.675184,8486,0,0,44,850,1232,178,5,0
gager,gager.txt,2309,2,6,3.675184,8486,0,0,46,836,1258,160,9,0
khadi,khadi.txt,2309,2,6,3.675184,8486,0,0,42,852,1236,172,7,0
piped,piped.txt,2309,2,6,3.675184,8486,0,0,48,835,1249,173,4,0
semis,semis.txt,2309,2,6,3.675184,8486,0,0,49,837,1247,167,9,0
smarm,smarm.txt,2309,2,6,3.675184,8486,0,0,47,849,1226,181,6,0
srsly,srsly.txt,2309,2,6,3.675184,8486,0,0,36,844,1269,154,6,0
titup,titup.txt,2309,2,6,3.675184,8486,0,0,55,833,1232,185,4,0
tuxes,tuxes.txt,2309,2,6,3.675184,8486,0,0,40,844,1255,166,4,0
aecia,aecia.txt,2309,2,6,3.675617,8487,0,0,42,892,1159,205,11,0
bufos,bufos.txt,2309,2,6,3.675617,8487,0,0,47,829,1265,162,6,0
cutto,cutto.txt,2309,2,6,3.675617,8487,0,0,53,834,1236,181,5,0
decad,decad.txt,2309,2,6,3.675617,8487,0,0,50,835,1240,182,2,0
dulls,dulls.txt,2309,2,6,3.675617,8487,0,0,38,853,1242,172,4,0
envoi,envoi.txt,2309,2,6,3.675617,8487,0,0,52,831,1246,174,6,0
extol,extol.txt,2309,1,6,3.675617,8487,1,1,52,834,1237,178,7,0
lobos,lobos.txt,2309,2,6,3.675617,8487,0,0,55,820,1258,171,5,0
luxed,luxed.txt,2309,2,6,3.675617,8487,0,0,42,828,1278,159,2,0
murky,murky.txt,2309,1,6,3.675617,8487,1,1,45,834,1263,154,12,0
poods,poods.txt,2309,2,6,3.675617,8487,0,0,48,826,1267,163,5,0
promo,promo.txt,2309,2,6,3.675617,8487,0,0,52,837,1237,174,9,0
quest,quest.txt,2309,1,6,3.675617,8487,1,1,33,887,1191,187,10,0
quire,quire.txt,2309,2,6,3.675617,8487,0,0,35,872,1218,175,9,0
rusts,rusts.txt,2309,2,6,3.675617,8487,0,0,45,841,1246,172,5,0
smirs,smirs.txt,2309,2,6,3.675617,8487,0,0,50,832,1251,169,7,0
tinny,tinny.txt,2309,2,6,3.675617,8487,0,0,45,848,1233,177,6,0
vicus,vicus.txt,2309,2,6,3.675617,8487,0,0,44,837,1259,162,7,0
vinho,vinho.txt,2309,2,6,3.675617,8487,0,0,46,834,1256,169,4,0
vocab,vocab.txt,2309,2,6,3.675617,8487,0,0,47,826,1269,163,4,0
yogee,yogee.txt,2309,2,6,3.675617,8487,0,0,36,836,1282,151,4,0
bouks,bouks.txt,2309,2,6,3.67605,8488,0,0,40,853,1234,179,3,0
comme,comme.txt,2309,2,6,3.67605,8488,0,0,38,853,1243,169,6,0
dolly,dolly.txt,2309,1,6,3.67605,8488,1,1,51,825,1260,162,10,0
ekdam,ekdam.txt,2309,2,6,3.67605,8488,0,0,54,825,1250,175,5,0
elegy,elegy.txt,2309,1,6,3.67605,8488,1,1,47,827,1267,158,9,0
gooly,gooly.txt,2309,2,6,3.67605,8488,0,0,46,842,1241,174,6,0
grama,grama.txt,2309,2,6,3.67605,8488,0,0,60,820,1244,178,7,0
inned,inned.txt,2309,2,6,3.67605,8488,0,0,46,841,1243,173,6,0
isles,isles.txt,2309,2,6,3.67605,8488,0,0,46,834,1256,168,5,0
misky,misky.txt,2309,2,6,3.67605,8488,0,0,46,829,1267,161,6,0
moses,moses.txt,2309,2,6,3.67605,8488,0,0,45,833,1260,167,4,0
ogeed,ogeed.txt,2309,2,6,3.67605,8488,0,0,40,836,1269,160,4,0
pauas,pauas.txt,2309,2,6,3.67605,8488,0,0,44,855,1225,175,10,0
plops,plops.txt,2309,2,6,3.67605,8488,0,0,48,829,1261,165,6,0
quare,quare.txt,2309,2,6,3.67605,8488,0,0,34,876,1214,174,11,0
teths,teths.txt,2309,2,6,3.67605,8488,0,0,47,853,1215,189,5,0
ulama,ulama.txt,2309,2,6,3.67605,8488,0,0,52,824,1263,160,10,0
babel,babel.txt,2309,2,6,3.676483,8489,0,0,54,815,1267,170,3,0
belli,belli.txt,2309,2,6,3.676483,8489,0,0,48,830,1259,165,7,0
binky,binky.txt,2309,2,6,3.676483,8489,0,0,42,829,1274,162,2,0
cinqs,cinqs.txt,2309,2,6,3.676483,8489,0,0,35,844,1269,155,6,0
feued,feued.txt,2309,2,6,3.676483,8489,0,0,46,847,1230,180,6,0
harry,harry.txt,2309,1,6,3.676483,8489,1,1,47,839,1238,179,5,0
imshy,imshy.txt,2309,2,6,3.676483,8489,0,0,48,834,1250,171,6,0
jagir,jagir.txt,2309,2,6,3.676483,8489,0,0,45,823,1279,158,4,0
kutai,kutai.txt,2309,2,6,3.676483,8489,0,0,41,860,1220,181,7,0
lexis,lexis.txt,2309,2,6,3.676483,8489,0,0,44,855,1222,180,8,0
mases,mases.txt,2309,2,6,3.676483,8489,0,0,46,836,1253,167,7,0
mooly,mooly.txt,2309,2,6,3.676483,8489,0,0,49,849,1221,180,10,0
piais,piais.txt,2309,2,6,3.676483,8489,0,0,44,843,1245,170,7,0
pirai,pirai.txt,2309,2,6,3.676483,8489,0,0,45,849,1227,184,4,0
podos,podos.txt,2309,2,6,3.676483,8489,0,0,43,834,1264,163,5,0
pooey,pooey.txt,2309,2,6,3.676483,8489,0,0,43,843,1248,168,7,0
shets,shets.txt,2309,2,6,3.676483,8489,0,0,43,882,1174,199,11,0
skeed,skeed.txt,2309,2,6,3.676483,8489,0,0,36,834,1284,151,4,0
stuns,stuns.txt,2309,2,6,3.676483,8489,0,0,38,844,1261,159,7,0
varan,varan.txt,2309,2,6,3.676483,8489,0,0,56,814,1266,167,6,0
xenic,xenic.txt,2309,2,6,3.676483,8489,0,0,40,858,1225,181,5,0
yufts,yufts.txt,2309,2,6,3.676483,8489,0,0,47,827,1267,162,6,0
zinos,zinos.txt,2309,2,6,3.676483,8489,0,0,36,857,1240,170,6,0
arval,arval.txt,2309,2,6,3.676916,8490,0,0,49,840,1230,188,2,0
bhoot,bhoot.txt,2309,2,6,3.676916,8490,0,0,61,809,1257,179,3,0
breve,breve.txt,2309,2,6,3.676916,8490,0,0,45,849,1224,189,2,0
druid,druid.txt,2309,1,6,3.676916,8490,1,1,44,843,1239,176,6,0
elven,elven.txt,2309,2,6,3.676916,8490,0,0,57,826,1240,178,8,0
exons,exons.txt,2309,2,6,3.676916,8490,0,0,40,848,1243,174,4,0
forze,forze.txt,2309,2,6,3.676916,8490,0,0,43,832,1269,158,7,0
hacky,hacky.txt,2309,2,6,3.676916,8490,0,0,39,844,1255,166,5,0
keens,keens.txt,2309,2,6,3.676916,8490,0,0,40,866,1208,190,5,0
kypes,kypes.txt,2309,2,6,3.676916,8490,0,0,40,839,1260,167,3,0
palak,palak.txt,2309,2,6,3.676916,8490,0,0,52,843,1222,183,9,0
teste,teste.txt,2309,2,6,3.676916,8490,0,0,49,838,1241,172,9,0
verge,verge.txt,2309,1,6,3.676916,8490,1,1,58,832,1219,193,6,0
boxen,boxen.txt,2309,2,6,3.67735,8491,0,0,43,837,1254,172,3,0
cajun,cajun.txt,2309,2,6,3.67735,8491,0,0,39,846,1248,173,3,0
keets,keets.txt,2309,2,6,3.67735,8491,0,0,38,846,1253,167,5,0
kiaat,kiaat.txt,2309,2,6,3.67735,8491,0,0,40,850,1241,171,7,0
kiefs,kiefs.txt,2309,2,6,3.67735,8491,0,0,50,832,1245,177,5,0
kophs,kophs.txt,2309,2,6,3.67735,8491,0,0,39,846,1250,169,5,0
mixen,mixen.txt,2309,2,6,3.67735,8491,0,0,49,826,1261,167,6,0
netty,netty.txt,2309,2,6,3.67735,8491,0,0,53,822,1255,175,4,0
nided,nided.txt,2309,2,6,3.67735,8491,0,0,52,823,1258,170,6,0
quarl,quarl.txt,2309,2,6,3.67735,8491,0,0,42,840,1254,167,6,0
smoky,smoky.txt,2309,1,6,3.67735,8491,1,1,46,841,1234,183,4,0
songs,songs.txt,2309,2,6,3.67735,8491,0,0,36,848,1254,167,4,0
unmew,unmew.txt,2309,2,6,3.67735,8491,0,0,44,841,1249,166,9,0
wenge,wenge.txt,2309,2,6,3.67735,8491,0,0,52,826,1251,175,5,0
wheel,wheel.txt,2309,1,6,3.67735,8491,1,1,50,847,1213,191,7,0
wived,wived.txt,2309,2,6,3.67735,8491,0,0,49,833,1246,176,5,0
zincs,zincs.txt,2309,2,6,3.67735,8491,0,0,32,844,1274,155,4,0
acini,acini.txt,2309,2,6,3.677783,8492,0,0,43,843,1248,165,10,0
cimex,cimex.txt,2309,2,6,3.677783,8492,0,0,49,827,1257,171,5,0
dreer,dreer.txt,2309,2,6,3.677783,8492,0,0,45,854,1216,188,6,0
gases,gases.txt,2309,2,6,3.677783,8492,0,0,43,848,1236,174,8,0
hapas,hapas.txt,2309,2,6,3.677783,8492,0,0,47,847,1226,181,8,0
juice,juice.txt,2309,1,6,3.677783,8492,1,1,36,852,1241,175,4,0
leeks,leeks.txt,2309,2,6,3.677783,8492,0,0,43,859,1211,191,5,0
loopy,loopy.txt,2309,1,6,3.677783,8492,1,1,44,838,1246,175,5,0
mizen,mizen.txt,2309,2,6,3.677783,8492,0,0,42,834,1266,160,7,0
nanty,nanty.txt,2309,2,6,3.677783,8492,0,0,50,818,1270,168,3,0
pewed,pewed.txt,2309,2,6,3.677783,8492,0,0,51,832,1239,184,3,0
rilly,rilly.txt,2309,2,6,3.677783,8492,0,0,50,823,1263,167,6,0
sidas,sidas.txt,2309,2,6,3.677783,8492,0,0,36,853,1247,165,8,0
soths,soths.txt,2309,2,6,3.677783,8492,0,0,40,860,1220,182,7,0
supes,supes.txt,2309,2,6,3.677783,8492,0,0,51,838,1230,184,6,0
vulgo,vulgo.txt,2309,2,6,3.677783,8492,0,0,54,816,1266,166,7,0
wacks,wacks.txt,2309,2,6,3.677783,8492,0,0,36,837,1275,157,4,0
wools,wools.txt,2309,2,6,3.677783,8492,0,0,45,835,1252,173,4,0
xenia,xenia.txt,2309,2,6,3.677783,8492,0,0,45,859,1206,193,6,0
aleak,aleak.txt,2309,2,6,3.678216,8493,0,0,44,847,1229,186,3,0
biali,biali.txt,2309,2,6,3.678216,8493,0,0,35,856,1239,175,4,0
congo,congo.txt,2309,2,6,3.678216,8493,0,0,49,816,1277,163,4,0
ebena,ebena.txt,2309,2,6,3.678216,8493,0,0,44,847,1232,180,6,0
genin,genin.txt,2309,2,6,3.678216,8493,0,0,47,850,1218,187,7,0
gordo,gordo.txt,2309,2,6,3.678216,8493,0,0,57,816,1257,171,8,0
irids,irids.txt,2309,2,6,3.678216,8493,0,0,29,865,1244,162,9,0
laccy,laccy.txt,2309,2,6,3.678216,8493,0,0,44,827,1268,168,2,0
malms,malms.txt,2309,2,6,3.678216,8493,0,0,40,829,1280,154,6,0
masts,masts.txt,2309,2,6,3.678216,8493,0,0,50,805,1295,156,3,0
mvuli,mvuli.txt,2309,2,6,3.678216,8493,0,0,39,818,1305,141,6,0
needy,needy.txt,2309,1,6,3.678216,8493,1,1,45,826,1268,162,7,0
pooty,pooty.txt,2309,2,6,3.678216,8493,0,0,47,849,1217,192,4,0
tanka,tanka.txt,2309,2,6,3.678216,8493,0,0,56,806,1275,169,3,0
twill,twill.txt,2309,2,6,3.678216,8493,0,0,49,826,1257,173,4,0
anion,anion.txt,2309,2,6,3.678649,8494,0,0,53,849,1210,181,16,0
banns,banns.txt,2309,2,6,3.678649,8494,0,0,40,848,1241,174,6,0
bezil,bezil.txt,2309,2,6,3.678649,8494,0,0,53,804,1287,162,3,0
dwaal,dwaal.txt,2309,2,6,3.678649,8494,0,0,48,841,1229,187,4,0
ensew,ensew.txt,2309,2,6,3.678649,8494,0,0,47,820,1273,166,3,0
faena,faena.txt,2309,2,6,3.678649,8494,0,0,42,838,1255,168,6,0
haith,haith.txt,2309,2,6,3.678649,8494,0,0,42,838,1253,172,4,0
hests,hests.txt,2309,2,6,3.678649,8494,0,0,42,857,1217,187,6,0
japed,japed.txt,2309,2,6,3.678649,8494,0,0,41,824,1283,158,3,0
lucky,lucky.txt,2309,1,6,3.678649,8494,1,1,52,805,1286,160,5,0
matai,matai.txt,2309,2,6,3.678649,8494,0,0,47,840,1235,182,5,0
mirid,mirid.txt,2309,2,6,3.678649,8494,0,0,45,842,1238,178,6,0
mitta,mitta.txt,2309,2,6,3.678649,8494,0,0,54,846,1204,198,7,0
nazis,nazis.txt,2309,2,6,3.678649,8494,0,0,40,840,1257,166,6,0
odors,odors.txt,2309,2,6,3.678649,8494,0,0,44,840,1246,172,7,0
oxine,oxine.txt,2309,2,6,3.678649,8494,0,0,49,845,1222,185,8,0
pooch,pooch.txt,2309,1,6,3.678649,8494,1,1,41,857,1213,194,3,0
rosps,rosps.txt,2309,2,6,3.678649,8494,0,0,50,815,1277,161,6,0
rumor,rumor.txt,2309,1,6,3.678649,8494,1,1,53,826,1245,175,9,0
semas,semas.txt,2309,2,6,3.678649,8494,0,0,47,835,1252,163,12,0
snags,snags.txt,2309,2,6,3.678649,8494,0,0,35,861,1230,177,6,0
sneds,sneds.txt,2309,2,6,3.678649,8494,0,0,36,858,1232,178,5,0
sybow,sybow.txt,2309,2,6,3.678649,8494,0,0,43,817,1293,151,5,0
volks,volks.txt,2309,2,6,3.678649,8494,0,0,43,818,1290,154,4,0
wunga,wunga.txt,2309,2,6,3.678649,8494,0,0,50,837,1237,175,10,0
wynds,wynds.txt,2309,2,6,3.678649,8494,0,0,47,820,1271,170,1,0
agora,agora.txt,2309,2,6,3.679082,8495,0,0,50,832,1241,181,5,0
alvar,alvar.txt,2309,2,6,3.679082,8495,0,0,51,820,1261,173,4,0
award,award.txt,2309,1,6,3.679082,8495,1,1,51,826,1247,178,6,0
