starting_word,file,solutions_found,minimum_guesses,maximum_guesses,expected_guesses,total_guesses,first_guess_solves,solved_in_1,solved_in_2,solved_in_3,solved_in_4,solved_in_5,solved_in_6,solved_in_7_plus
azote,azote.txt,2309,2,6,3.639671,8404,0,0,40,916,1193,156,4,0
blaze,blaze.txt,2309,1,6,3.639671,8404,1,1,56,873,1229,144,6,0
coses,coses.txt,2309,2,6,3.639671,8404,0,0,46,897,1210,155,1,0
coxal,coxal.txt,2309,2,6,3.639671,8404,0,0,53,887,1214,149,6,0
doled,doled.txt,2309,2,6,3.639671,8404,0,0,48,900,1204,150,7,0
doors,doors.txt,2309,2,6,3.639671,8404,0,0,53,901,1187,161,7,0
fumed,fumed.txt,2309,2,6,3.639671,8404,0,0,49,889,1221,145,5,0
gundy,gundy.txt,2309,2,6,3.639671,8404,0,0,53,900,1188,162,6,0
haats,haats.txt,2309,2,6,3.639671,8404,0,0,51,895,1205,151,7,0
knawe,knawe.txt,2309,2,6,3.639671,8404,0,0,55,901,1185,157,11,0
lucks,lucks.txt,2309,2,6,3.639671,8404,0,0,52,882,1225,146,4,0
milko,milko.txt,2309,2,6,3.639671,8404,0,0,53,883,1219,151,3,0
neche,neche.txt,2309,2,6,3.639671,8404,0,0,45,901,1207,153,3,0
nowty,nowty.txt,2309,2,6,3.639671,8404,0,0,51,883,1225,147,3,0
nubia,nubia.txt,2309,2,6,3.639671,8404,0,0,55,903,1178,165,8,0
ovens,ovens.txt,2309,2,6,3.639671,8404,0,0,46,895,1217,147,4,0
pixel,pixel.txt,2309,1,6,3.639671,8404,1,1,50,899,1196,156,7,0
polls,polls.txt,2309,2,6,3.639671,8404,0,0,44,898,1218,144,5,0
risky,risky.txt,2309,1,6,3.639671,8404,1,1,44,881,1245,136,2,0
silos,silos.txt,2309,2,6,3.639671,8404,0,0,50,913,1172,167,7,0
slomo,slomo.txt,2309,2,6,3.639671,8404,0,0,46,916,1174,170,3,0
soces,soces.txt,2309,2,6,3.639671,8404,0,0,44,898,1214,152,1,0
spell,spell.txt,2309,1,6,3.639671,8404,1,1,51,893,1202,158,4,0
tajes,tajes.txt,2309,2,6,3.639671,8404,0,0,33,912,1223,136,5,0
tenno,tenno.txt,2309,2,6,3.639671,8404,0,0,45,899,1214,145,6,0
totem,totem.txt,2309,1,6,3.639671,8404,1,1,59,879,1207,158,5,0
tyees,tyees.txt,2309,2,6,3.639671,8404,0,0,38,902,1226,140,3,0
yucas,yucas.txt,2309,2,6,3.639671,8404,0,0,46,896,1216,146,5,0
apnea,apnea.txt,2309,1,6,3.640104,8405,1,1,52,892,1200,160,4,0
arbor,arbor.txt,2309,1,6,3.640104,8405,1,1,64,867,1217,153,7,0
cress,cress.txt,2309,1,6,3.640104,8405,1,1,35,933,1170,165,5,0
daiko,daiko.txt,2309,2,6,3.640104,8405,0,0,44,908,1200,149,8,0
droop,droop.txt,2309,1,6,3.640104,8405,1,1,49,897,1199,159,4,0
dunks,dunks.txt,2309,2,6,3.640104,8405,0,0,43,896,1221,147,2,0
eensy,eensy.txt,2309,2,6,3.640104,8405,0,0,53,889,1208,154,5,0
ethne,ethne.txt,2309,2,6,3.640104,8405,0,0,43,892,1229,143,2,0
fumes,fumes.txt,2309,2,6,3.640104,8405,0,0,50,875,1244,136,4,0
galia,galia.txt,2309,2,6,3.640104,8405,0,0,51,908,1176,169,5,0
gypos,gypos.txt,2309,2,6,3.640104,8405,0,0,47,890,1225,141,6,0
haars,haars.txt,2309,2,6,3.640104,8405,0,0,41,916,1191,155,6,0
licit,licit.txt,2309,2,6,3.640104,8405,0,0,45,917,1174,170,3,0
netta,netta.txt,2309,2,6,3.640104,8405,0,0,60,885,1192,170,2,0
nolos,nolos.txt,2309,2,6,3.640104,8405,0,0,48,885,1229,144,3,0
oulks,oulks.txt,2309,2,6,3.640104,8405,0,0,42,898,1224,139,6,0
piuma,piuma.txt,2309,2,6,3.640104,8405,0,0,53,904,1178,169,5,0
pungi,pungi.txt,2309,2,6,3.640104,8405,0,0,47,897,1211,148,6,0
ruchy,ruchy.txt,2309,2,6,3.640104,8405,0,0,51,897,1197,160,4,0
shiva,shiva.txt,2309,2,6,3.640104,8405,0,0,52,913,1164,174,6,0
slues,slues.txt,2309,2,6,3.640104,8405,0,0,54,885,1217,144,9,0
taxed,taxed.txt,2309,2,6,3.640104,8405,0,0,52,871,1245,138,3,0
thawy,thawy.txt,2309,2,6,3.640104,8405,0,0,57,871,1232,144,5,0
todos,todos.txt,2309,2,6,3.640104,8405,0,0,53,876,1230,149,1,0
tondo,tondo.txt,2309,2,6,3.640104,8405,0,0,61,860,1241,143,4,0
wacke,wacke.txt,2309,2,6,3.640104,8405,0,0,51,887,1217,150,4,0
baghs,baghs.txt,2309,2,6,3.640537,8406,0,0,49,882,1230,146,2,0
braky,braky.txt,2309,2,6,3.640537,8406,0,0,51,880,1230,144,4,0
bungs,bungs.txt,2309,2,6,3.640537,8406,0,0,55,874,1228,150,2,0
cozen,cozen.txt,2309,2,6,3.640537,8406,0,0,43,900,1216,144,6,0
cryer,cryer.txt,2309,2,6,3.640537,8406,0,0,48,892,1214,152,3,0
defog,defog.txt,2309,2,6,3.640537,8406,0,0,45,885,1238,137,4,0
dowps,dowps.txt,2309,2,6,3.640537,8406,0,0,45,875,1257,129,3,0
endue,endue.txt,2309,2,6,3.640537,8406,0,0,54,888,1206,156,5,0
fluke,fluke.txt,2309,1,6,3.640537,8406,1,1,58,874,1216,157,3,0
fogey,fogey.txt,2309,2,6,3.640537,8406,0,0,51,863,1263,129,3,0
goved,goved.txt,2309,2,6,3.640537,8406,0,0,52,875,1239,137,6,0
hacks,hacks.txt,2309,2,6,3.640537,8406,0,0,40,907,1207,153,2,0
lumpy,lumpy.txt,2309,1,6,3.640537,8406,1,1,58,867,1234,142,7,0
moved,moved.txt,2309,2,6,3.640537,8406,0,0,50,885,1224,145,5,0
pubco,pubco.txt,2309,2,6,3.640537,8406,0,0,43,905,1202,157,2,0
smoor,smoor.txt,2309,2,6,3.640537,8406,0,0,61,873,1213,159,3,0
sties,sties.txt,2309,2,6,3.640537,8406,0,0,45,917,1176,165,6,0
stood,stood.txt,2309,1,6,3.640537,8406,1,1,47,895,1209,152,5,0
tamas,tamas.txt,2309,2,6,3.640537,8406,0,0,49,883,1229,145,3,0
titas,titas.txt,2309,2,6,3.640537,8406,0,0,46,904,1198,156,5,0
vogie,vogie.txt,2309,2,6,3.640537,8406,0,0,66,884,1179,174,6,0
wiver,wiver.txt,2309,2,6,3.640537,8406,0,0,56,892,1192,164,5,0
woady,woady.txt,2309,2,6,3.640537,8406,0,0,54,882,1216,154,3,0
anoas,anoas.txt,2309,2,6,3.64097,8407,0,0,55,886,1209,151,8,0
casts,casts.txt,2309,2,6,3.64097,8407,0,0,40,903,1219,140,7,0
ceili,ceili.txt,2309,2,6,3.64097,8407,0,0,39,923,1178,166,3,0
cheka,cheka.txt,2309,2,6,3.64097,8407,0,0,48,933,1138,180,10,0
codon,codon.txt,2309,2,6,3.64097,8407,0,0,57,877,1217,154,4,0
dicks,dicks.txt,2309,2,6,3.64097,8407,0,0,41,888,1240,139,1,0
dills,dills.txt,2309,2,6,3.64097,8407,0,0,46,899,1203,160,1,0
eyres,eyres.txt,2309,2,6,3.64097,8407,0,0,49,881,1238,132,9,0
figos,figos.txt,2309,2,6,3.64097,8407,0,0,53,886,1211,155,4,0
flubs,flubs.txt,2309,2,6,3.64097,8407,0,0,50,874,1243,139,3,0
fundo,fundo.txt,2309,2,6,3.64097,8407,0,0,50,879,1237,136,7,0
gnows,gnows.txt,2309,2,6,3.64097,8407,0,0,53,873,1238,140,5,0
kempt,kempt.txt,2309,2,6,3.64097,8407,0,0,42,895,1227,140,5,0
kiths,kiths.txt,2309,2,6,3.64097,8407,0,0,38,911,1204,154,2,0
lazes,lazes.txt,2309,2,6,3.64097,8407,0,0,41,901,1220,140,7,0
legal,legal.txt,2309,1,6,3.64097,8407,1,1,54,892,1196,158,8,0
maars,maars.txt,2309,2,6,3.64097,8407,0,0,47,921,1161,174,6,0
murre,murre.txt,2309,2,6,3.64097,8407,0,0,49,890,1216,149,5,0
ocote,ocote.txt,2309,2,6,3.64097,8407,0,0,47,906,1192,157,7,0
pamby,pamby.txt,2309,2,5,3.64097,8407,0,0,47,869,1259,134,0,0
piper,piper.txt,2309,1,6,3.64097,8407,1,1,48,901,1191,165,3,0
rajes,rajes.txt,2309,2,6,3.64097,8407,0,0,36,902,1229,139,3,0
rests,rests.txt,2309,2,6,3.64097,8407,0,0,37,912,1208,147,5,0
sista,sista.txt,2309,2,6,3.64097,8407,0,0,51,894,1202,157,5,0
skeet,skeet.txt,2309,2,6,3.64097,8407,0,0,42,907,1204,150,6,0
slash,slash.txt,2309,1,6,3.64097,8407,1,1,53,894,1191,166,4,0
sordo,sordo.txt,2309,2,6,3.64097,8407,0,0,51,913,1167,170,8,0
tanty,tanty.txt,2309,2,6,3.64097,8407,0,0,58,881,1204,164,2,0
terre,terre.txt,2309,2,6,3.64097,8407,0,0,52,904,1179,169,5,0
topos,topos.txt,2309,2,6,3.64097,8407,0,0,57,866,1236,149,1,0
unwed,unwed.txt,2309,1,6,3.64097,8407,1,1,49,876,1236,146,1,0
urvas,urvas.txt,2309,2,6,3.64097,8407,0,0,45,889,1227,146,2,0
waken,waken.txt,2309,2,6,3.64097,8407,0,0,47,900,1202,155,5,0
buyin,buyin.txt,2309,2,6,3.641403,8408,0,0,52,878,1230,144,5,0
dimbo,dimbo.txt,2309,2,6,3.641403,8408,0,0,61,849,1258,139,2,0
jeats,jeats.txt,2309,2,6,3.641403,8408,0,0,34,912,1216,142,5,0
kipas,kipas.txt,2309,2,6,3.641403,8408,0,0,42,904,1209,148,6,0
masse,masse.txt,2309,1,6,3.641403,8408,1,1,44,896,1218,141,9,0
meteg,meteg.txt,2309,2,6,3.641403,8408,0,0,45,881,1245,133,5,0
ngoma,ngoma.txt,2309,2,6,3.641403,8408,0,0,53,887,1209,155,5,0
polos,polos.txt,2309,2,6,3.641403,8408,0,0,54,883,1215,151,6,0
poons,poons.txt,2309,2,6,3.641403,8408,0,0,46,894,1216,148,5,0
praam,praam.txt,2309,2,6,3.641403,8408,0,0,60,878,1207,158,6,0
rappe,rappe.txt,2309,2,6,3.641403,8408,0,0,51,875,1238,141,4,0
rewed,rewed.txt,2309,2,6,3.641403,8408,0,0,52,893,1201,157,6,0
sects,sects.txt,2309,2,6,3.641403,8408,0,0,35,903,1231,135,5,0
tarzy,tarzy.txt,2309,2,6,3.641403,8408,0,0,50,869,1252,135,3,0
tasso,tasso.txt,2309,2,6,3.641403,8408,0,0,49,903,1190,161,6,0
tocos,tocos.txt,2309,2,6,3.641403,8408,0,0,49,896,1203,156,5,0
twonk,twonk.txt,2309,2,6,3.641403,8408,0,0,50,874,1241,142,2,0
unhip,unhip.txt,2309,2,6,3.641403,8408,0,0,49,895,1202,161,2,0
yanks,yanks.txt,2309,2,6,3.641403,8408,0,0,36,902,1229,138,4,0
bravi,bravi.txt,2309,2,6,3.641836,8409,0,0,46,893,1215,152,3,0
chimb,chimb.txt,2309,2,6,3.641836,8409,0,0,44,890,1226,147,2,0
chunk,chunk.txt,2309,1,6,3.641836,8409,1,1,51,901,1181,171,4,0
conky,conky.txt,2309,2,6,3.641836,8409,0,0,44,897,1215,148,5,0
coyau,coyau.txt,2309,2,6,3.641836,8409,0,0,44,909,1193,156,7,0
dolls,dolls.txt,2309,2,6,3.641836,8409,0,0,45,883,1238,140,3,0
etude,etude.txt,2309,1,6,3.641836,8409,1,1,50,897,1193,163,5,0
foamy,foamy.txt,2309,1,6,3.641836,8409,1,1,52,858,1262,134,2,0
gerbe,gerbe.txt,2309,2,6,3.641836,8409,0,0,50,880,1228,149,2,0
gives,gives.txt,2309,2,6,3.641836,8409,0,0,47,889,1222,146,5,0
madar,madar.txt,2309,2,6,3.641836,8409,0,0,58,871,1223,154,3,0
mikra,mikra.txt,2309,2,6,3.641836,8409,0,0,51,907,1176,168,7,0
netts,netts.txt,2309,2,6,3.641836,8409,0,0,46,896,1208,157,2,0
newer,newer.txt,2309,1,6,3.641836,8409,1,1,45,900,1203,154,6,0
ousia,ousia.txt,2309,2,6,3.641836,8409,0,0,53,928,1132,185,11,0
pikey,pikey.txt,2309,2,6,3.641836,8409,0,0,48,899,1200,156,6,0
ricin,ricin.txt,2309,2,6,3.641836,8409,0,0,46,910,1185,161,7,0
rowdy,rowdy.txt,2309,1,6,3.641836,8409,1,1,61,857,1239,147,4,0
russe,russe.txt,2309,2,6,3.641836,8409,0,0,50,910,1173,169,7,0
sorry,sorry.txt,2309,1,6,3.641836,8409,1,1,50,892,1203,158,5,0
stept,stept.txt,2309,2,6,3.641836,8409,0,0,48,913,1169,176,3,0
sures,sures.txt,2309,2,6,3.641836,8409,0,0,56,897,1179,172,5,0
swerf,swerf.txt,2309,2,6,3.641836,8409,0,0,55,862,1250,139,3,0
venus,venus.txt,2309,2,6,3.641836,8409,0,0,49,883,1227,146,4,0
wonga,wonga.txt,2309,2,6,3.641836,8409,0,0,54,895,1189,166,5,0
cavus,cavus.txt,2309,2,6,3.642269,8410,0,0,49,889,1216,149,6,0
chara,chara.txt,2309,2,6,3.642269,8410,0,0,55,907,1161,181,5,0
elbow,elbow.txt,2309,1,6,3.642269,8410,1,1,45,883,1232,146,2,0
emure,emure.txt,2309,2,6,3.642269,8410,0,0,48,898,1202,154,7,0
eruvs,eruvs.txt,2309,2,6,3.642269,8410,0,0,49,896,1201,158,5,0
fouds,fouds.txt,2309,2,6,3.642269,8410,0,0,47,878,1241,140,3,0
gaumy,gaumy.txt,2309,2,6,3.642269,8410,0,0,62,877,1202,161,7,0
knags,knags.txt,2309,2,6,3.642269,8410,0,0,40,900,1221,142,6,0
koura,koura.txt,2309,2,6,3.642269,8410,0,0,52,905,1173,175,4,0
linky,linky.txt,2309,2,6,3.642269,8410,0,0,42,897,1218,149,3,0
maaed,maaed.txt,2309,2,6,3.642269,8410,0,0,52,889,1207,155,6,0
ormer,ormer.txt,2309,2,6,3.642269,8410,0,0,53,887,1207,157,5,0
pacta,pacta.txt,2309,2,6,3.642269,8410,0,0,54,883,1209,161,2,0
pecks,pecks.txt,2309,2,6,3.642269,8410,0,0,41,895,1228,139,6,0
rehem,rehem.txt,2309,2,6,3.642269,8410,0,0,51,886,1216,150,6,0
rumbo,rumbo.txt,2309,2,6,3.642269,8410,0,0,59,862,1242,138,8,0
voips,voips.txt,2309,2,6,3.642269,8410,0,0,54,891,1194,167,3,0
wrung,wrung.txt,2309,1,6,3.642269,8410,1,1,49,874,1239,143,3,0
zonal,zonal.txt,2309,1,6,3.642269,8410,1,1,45,892,1216,151,4,0
ablow,ablow.txt,2309,2,6,3.642702,8411,0,0,47,883,1231,144,4,0
decks,decks.txt,2309,2,6,3.642702,8411,0,0,39,880,1259,129,2,0
didst,didst.txt,2309,2,6,3.642702,8411,0,0,38,909,1206,152,4,0
divos,divos.txt,2309,2,6,3.642702,8411,0,0,56,869,1231,150,3,0
dumps,dumps.txt,2309,2,6,3.642702,8411,0,0,48,879,1236,142,4,0
empty,empty.txt,2309,1,6,3.642702,8411,1,1,54,886,1199,166,3,0
ethyl,ethyl.txt,2309,2,6,3.642702,8411,0,0,39,911,1202,150,7,0
etyma,etyma.txt,2309,2,6,3.642702,8411,0,0,50,879,1231,144,5,0
fight,fight.txt,2309,1,6,3.642702,8411,1,1,58,866,1227,154,3,0
inner,inner.txt,2309,1,6,3.642702,8411,1,1,48,893,1203,161,3,0
loses,loses.txt,2309,2,6,3.642702,8411,0,0,50,896,1197,161,5,0
malls,malls.txt,2309,2,6,3.642702,8411,0,0,48,880,1236,139,6,0
mavis,mavis.txt,2309,2,6,3.642702,8411,0,0,56,884,1201,165,3,0
olios,olios.txt,2309,2,6,3.642702,8411,0,0,43,916,1182,159,9,0
parry,parry.txt,2309,1,6,3.642702,8411,1,1,60,848,1260,134,6,0
poufs,poufs.txt,2309,2,6,3.642702,8411,0,0,44,894,1217,151,3,0
reedy,reedy.txt,2309,1,6,3.642702,8411,1,1,46,879,1240,137,6,0
retox,retox.txt,2309,2,6,3.642702,8411,0,0,54,875,1227,148,5,0
samfu,samfu.txt,2309,2,6,3.642702,8411,0,0,42,892,1229,141,5,0
serre,serre.txt,2309,2,6,3.642702,8411,0,0,49,903,1190,158,9,0
shoyu,shoyu.txt,2309,2,6,3.642702,8411,0,0,35,925,1187,154,8,0
taxon,taxon.txt,2309,2,6,3.642702,8411,0,0,55,884,1207,157,6,0
tecta,tecta.txt,2309,2,6,3.642702,8411,0,0,58,883,1201,160,7,0
tilth,tilth.txt,2309,2,6,3.642702,8411,0,0,50,905,1178,172,4,0
virtu,virtu.txt,2309,2,6,3.642702,8411,0,0,46,889,1225,142,7,0
wolve,wolve.txt,2309,2,6,3.642702,8411,0,0,61,868,1221,153,6,0
wyted,wyted.txt,2309,2,6,3.642702,8411,0,0,52,874,1231,151,1,0
yerks,yerks.txt,2309,2,6,3.642702,8411,0,0,33,918,1204,149,5,0
yeuch,yeuch.txt,2309,2,6,3.642702,8411,0,0,45,919,1166,174,5,0
abeys,abeys.txt,2309,2,6,3.643136,8412,0,0,39,897,1227,141,5,0
boose,boose.txt,2309,2,6,3.643136,8412,0,0,54,873,1229,149,4,0
capas,capas.txt,2309,2,6,3.643136,8412,0,0,52,880,1222,150,5,0
duomi,duomi.txt,2309,2,6,3.643136,8412,0,0,49,909,1177,165,9,0
etats,etats.txt,2309,2,6,3.643136,8412,0,0,49,895,1204,153,8,0
focus,focus.txt,2309,1,6,3.643136,8412,1,1,52,873,1231,148,4,0
guido,guido.txt,2309,2,6,3.643136,8412,0,0,64,871,1206,161,7,0
lasso,lasso.txt,2309,1,6,3.643136,8412,1,1,45,904,1194,157,8,0
madal,madal.txt,2309,2,6,3.643136,8412,0,0,57,875,1218,153,6,0
mirrl,mirrl.txt,2309,2,6,3.643136,8412,0,0,44,892,1221,148,4,0
muhly,muhly.txt,2309,2,6,3.643136,8412,0,0,46,894,1213,150,6,0
nkosi,nkosi.txt,2309,2,6,3.643136,8412,0,0,32,915,1215,139,8,0
priss,priss.txt,2309,2,6,3.643136,8412,0,0,47,888,1222,146,6,0
reive,reive.txt,2309,2,6,3.643136,8412,0,0,56,893,1185,169,6,0
spats,spats.txt,2309,2,6,3.643136,8412,0,0,44,887,1235,135,8,0
voids,voids.txt,2309,2,6,3.643136,8412,0,0,57,883,1201,163,5,0
yorks,yorks.txt,2309,2,6,3.643136,8412,0,0,40,887,1243,135,4,0
zoril,zoril.txt,2309,2,6,3.643136,8412,0,0,39,914,1193,158,5,0
abase,abase.txt,2309,1,6,3.643569,8413,1,1,40,896,1222,144,6,0
aguti,aguti.txt,2309,2,6,3.643569,8413,0,0,53,900,1179,171,6,0
basse,basse.txt,2309,2,6,3.643569,8413,0,0,47,882,1233,141,6,0
bdays,bdays.txt,2309,2,6,3.643569,8413,0,0,42,874,1262,127,4,0
burgh,burgh.txt,2309,2,6,3.643569,8413,0,0,64,866,1215,157,7,0
decko,decko.txt,2309,2,6,3.643569,8413,0,0,44,894,1216,151,4,0
docks,docks.txt,2309,2,6,3.643569,8413,0,0,39,895,1230,140,5,0
dolos,dolos.txt,2309,2,6,3.643569,8413,0,0,53,879,1218,156,3,0
edger,edger.txt,2309,2,6,3.643569,8413,0,0,53,873,1232,146,5,0
filmy,filmy.txt,2309,1,6,3.643569,8413,1,1,54,856,1259,134,5,0
fondu,fondu.txt,2309,2,6,3.643569,8413,0,0,42,878,1254,131,4,0
gawsy,gawsy.txt,2309,2,6,3.643569,8413,0,0,43,875,1258,128,5,0
halls,halls.txt,2309,2,6,3.643569,8413,0,0,45,898,1206,155,5,0
jolie,jolie.txt,2309,2,6,3.643569,8413,0,0,44,908,1188,165,4,0
kenaf,kenaf.txt,2309,2,6,3.643569,8413,0,0,50,892,1199,167,1,0
lahar,lahar.txt,2309,2,6,3.643569,8413,0,0,49,889,1211,156,4,0
lapje,lapje.txt,2309,2,6,3.643569,8413,0,0,42,889,1229,148,1,0
leave,leave.txt,2309,1,6,3.643569,8413,1,1,62,883,1187,165,11,0
ohmic,ohmic.txt,2309,2,6,3.643569,8413,0,0,50,908,1172,173,6,0
onium,onium.txt,2309,2,6,3.643569,8413,0,0,52,895,1192,164,6,0
pivos,pivos.txt,2309,2,6,3.643569,8413,0,0,50,900,1186,169,4,0
rooty,rooty.txt,2309,2,6,3.643569,8413,0,0,52,901,1184,162,10,0
stivy,stivy.txt,2309,2,6,3.643569,8413,0,0,47,870,1253,137,2,0
twink,twink.txt,2309,2,6,3.643569,8413,0,0,57,854,1257,137,4,0
unlaw,unlaw.txt,2309,2,6,3.643569,8413,0,0,44,894,1217,149,5,0
whios,whios.txt,2309,2,6,3.643569,8413,0,0,56,887,1196,164,6,0
adapt,adapt.txt,2309,1,6,3.644002,8414,1,1,48,872,1242,143,3,0
aweel,aweel.txt,2309,2,6,3.644002,8414,0,0,50,909,1174,165,11,0
balky,balky.txt,2309,2,6,3.644002,8414,0,0,56,876,1217,154,6,0
demes,demes.txt,2309,2,6,3.644002,8414,0,0,42,900,1214,144,9,0
dread,dread.txt,2309,1,6,3.644002,8414,1,1,52,891,1195,164,6,0
grize,grize.txt,2309,2,6,3.644002,8414,0,0,51,896,1191,166,5,0
libel,libel.txt,2309,1,6,3.644002,8414,1,1,44,882,1236,141,5,0
manta,manta.txt,2309,2,6,3.644002,8414,0,0,61,846,1260,138,4,0
mazel,mazel.txt,2309,2,6,3.644002,8414,0,0,50,884,1216,156,3,0
mobee,mobee.txt,2309,2,6,3.644002,8414,0,0,46,887,1227,141,8,0
oliva,oliva.txt,2309,2,6,3.644002,8414,0,0,61,883,1189,169,7,0
ovels,ovels.txt,2309,2,6,3.644002,8414,0,0,50,883,1220,151,5,0
spoon,spoon.txt,2309,1,6,3.644002,8414,1,1,47,895,1200,162,4,0
tauts,tauts.txt,2309,2,6,3.644002,8414,0,0,53,888,1204,156,8,0
woker,woker.txt,2309,2,6,3.644002,8414,0,0,51,889,1205,159,5,0
alley,alley.txt,2309,1,6,3.644435,8415,1,1,48,879,1229,147,5,0
apple,apple.txt,2309,1,6,3.644435,8415,1,1,51,883,1215,151,8,0
balas,balas.txt,2309,2,6,3.644435,8415,0,0,54,889,1195,166,5,0
barro,barro.txt,2309,2,6,3.644435,8415,0,0,67,847,1241,148,6,0
bawty,bawty.txt,2309,2,6,3.644435,8415,0,0,50,866,1253,135,5,0
firer,firer.txt,2309,2,6,3.644435,8415,0,0,59,872,1214,159,5,0
galls,galls.txt,2309,2,6,3.644435,8415,0,0,45,906,1190,161,7,0
makos,makos.txt,2309,2,6,3.644435,8415,0,0,43,892,1225,141,8,0
meshy,meshy.txt,2309,2,6,3.644435,8415,0,0,48,898,1195,163,5,0
mungo,mungo.txt,2309,2,6,3.644435,8415,0,0,62,879,1194,166,8,0
neume,neume.txt,2309,2,6,3.644435,8415,0,0,47,894,1208,153,7,0
nikah,nikah.txt,2309,2,6,3.644435,8415,0,0,42,924,1163,173,7,0
ranga,ranga.txt,2309,2,6,3.644435,8415,0,0,56,865,1236,148,4,0
reave,reave.txt,2309,2,6,3.644435,8415,0,0,56,892,1189,161,11,0
rises,rises.txt,2309,2,6,3.644435,8415,0,0,52,899,1182,170,6,0
shell,shell.txt,2309,1,6,3.644435,8415,1,1,51,902,1175,174,6,0
siens,siens.txt,2309,2,6,3.644435,8415,0,0,40,928,1161,173,7,0
tadah,tadah.txt,2309,2,6,3.644435,8415,0,0,49,881,1225,150,4,0
walks,walks.txt,2309,2,6,3.644435,8415,0,0,44,886,1231,143,5,0
wifts,wifts.txt,2309,2,6,3.644435,8415,0,0,54,842,1287,123,3,0
conns,conns.txt,2309,2,6,3.644868,8416,0,0,45,888,1221,152,3,0
divas,divas.txt,2309,2,6,3.644868,8416,0,0,53,875,1224,153,4,0
ettin,ettin.txt,2309,2,6,3.644868,8416,0,0,63,878,1190,172,6,0
folks,folks.txt,2309,2,6,3.644868,8416,0,0,49,860,1264,134,2,0
hadal,hadal.txt,2309,2,6,3.644868,8416,0,0,46,889,1217,153,4,0
hokas,hokas.txt,2309,2,6,3.644868,8416,0,0,40,909,1195,161,4,0
kerfs,kerfs.txt,2309,2,6,3.644868,8416,0,0,43,886,1231,146,3,0
kylin,kylin.txt,2309,2,6,3.644868,8416,0,0,47,878,1236,144,4,0
murks,murks.txt,2309,2,6,3.644868,8416,0,0,49,888,1213,152,7,0
nertz,nertz.txt,2309,2,6,3.644868,8416,0,0,39,898,1219,150,3,0
paipe,paipe.txt,2309,2,6,3.644868,8416,0,0,55,886,1199,162,7,0
peavy,peavy.txt,2309,2,6,3.644868,8416,0,0,48,881,1226,151,3,0
resew,resew.txt,2309,2,6,3.644868,8416,0,0,57,870,1222,156,4,0
rotty,rotty.txt,2309,2,6,3.644868,8416,0,0,55,880,1211,156,7,0
ruvid,ruvid.txt,2309,2,6,3.644868,8416,0,0,53,879,1217,155,5,0
sabra,sabra.txt,2309,2,6,3.644868,8416,0,0,43,903,1203,151,9,0
shuck,shuck.txt,2309,1,6,3.644868,8416,1,1,57,904,1153,187,7,0
stout,stout.txt,2309,1,6,3.644868,8416,1,1,49,892,1199,163,5,0
tosas,tosas.txt,2309,2,6,3.644868,8416,0,0,48,906,1183,162,10,0
vardy,vardy.txt,2309,2,6,3.644868,8416,0,0,58,847,1267,131,6,0
venom,venom.txt,2309,1,6,3.644868,8416,1,1,52,884,1208,157,7,0
wormy,wormy.txt,2309,2,6,3.644868,8416,0,0,48,874,1241,142,4,0
ympes,ympes.txt,2309,2,6,3.644868,8416,0,0,40,885,1244,135,5,0
yomps,yomps.txt,2309,2,6,3.644868,8416,0,0,39,887,1243,135,5,0
amove,amove.txt,2309,2,6,3.645301,8417,0,0,53,885,1205,160,6,0
barca,barca.txt,2309,2,6,3.645301,8417,0,0,49,890,1206,159,5,0
chump,chump.txt,2309,1,6,3.645301,8417,1,1,59,870,1209,168,2,0
educe,educe.txt,2309,2,6,3.645301,8417,0,0,51,880,1220,153,5,0
gambs,gambs.txt,2309,2,6,3.645301,8417,0,0,44,884,1234,141,6,0
mools,mools.txt,2309,2,6,3.645301,8417,0,0,47,897,1195,168,2,0
nants,nants.txt,2309,2,6,3.645301,8417,0,0,38,900,1220,145,6,0
natto,natto.txt,2309,2,6,3.645301,8417,0,0,59,872,1211,163,4,0
nigua,nigua.txt,2309,2,6,3.645301,8417,0,0,53,892,1191,167,6,0
rists,rists.txt,2309,2,6,3.645301,8417,0,0,48,893,1202,162,4,0
romeo,romeo.txt,2309,2,6,3.645301,8417,0,0,55,872,1223,155,4,0
rykes,rykes.txt,2309,2,6,3.645301,8417,0,0,33,904,1224,145,3,0
scats,scats.txt,2309,2,6,3.645301,8417,0,0,43,881,1246,130,9,0
senza,senza.txt,2309,2,6,3.645301,8417,0,0,48,904,1182,169,6,0
shist,shist.txt,2309,2,6,3.645301,8417,0,0,47,911,1171,174,6,0
sicky,sicky.txt,2309,2,6,3.645301,8417,0,0,47,879,1231,150,2,0
skeen,skeen.txt,2309,2,6,3.645301,8417,0,0,47,894,1203,161,4,0
tween,tween.txt,2309,2,5,3.645301,8417,0,0,60,866,1216,167,0,0
ubity,ubity.txt,2309,2,6,3.645301,8417,0,0,48,866,1257,133,5,0
vespa,vespa.txt,2309,2,6,3.645301,8417,0,0,51,870,1237,149,2,0
wedel,wedel.txt,2309,2,6,3.645301,8417,0,0,59,877,1202,166,5,0
whelm,whelm.txt,2309,2,6,3.645301,8417,0,0,54,864,1243,143,5,0
abear,abear.txt,2309,2,6,3.645734,8418,0,0,52,869,1237,147,4,0
